[XP-T-006#P001] 第一课：职场沟通的本质
[XP-T-006#P071] 怎么能做到高效跟领导的沟通？不是说你天天见他。我听过很多沟通课给出的建议，就是很多事情向领导汇报、尽量高频地给领导汇报——领导不看的，而且有的时候你汇报得不好，他也会觉得你在干扰他的工作。怎么做到高效汇报？自己先要看我自己做到没有。首先，领导要我做的，我做出结果没有？注意，不是过程，是结果。很多朋友把过程和结果搞混了：领导经常问"做怎么样了？""还在进行中。"OK，我告诉你，那就等于没（做）。所以你一定要把大的目标拆成小阶段的目标，不要回答"还在做"，而是"我已经完成了这个跟大结果相关的小结果"。比如客户这一单推进的情况怎么样了，你不要讲"推进了"，你说：OK，现在我们已经初步接洽了，他的需求我已经整理好了，但是现在还没有最终的一个订单——没关系，我的下步日程是什么样的，OK搞定了。其实你已经展现结果了：已经接触上了、需求已经拿到了、日程表已经做好了，这三个东西就是结果。因为真实最终的那个结果呈现还需要时间，但是你已经把这个时间告诉老板了，大概什么时间就能出现，老板很舒服。所以我有没有做出结果？没有就先去做，不要着急汇报；你汇报，老板说你找我干啥？觉得你这个人糊里糊涂的，怎么还在刷存在感。如果没有结果，我尽力了没有？如果没尽力，那就先尽力。什么叫尽力？就是把自己横在前面，尽所有之力。为什么？一方面尽力是很有可能解决问题的；更为重要的一个目的是，当你已经竭尽全力的时候，你的态度才出来，有了态度，沟通的前提会变得非常坚固。我已经没有别的招了、已经尽了全力了，现在领导你看下面怎么办？这时候你给领导提需求，他就变成了绝对真实的需求，因为我已经试了很多的方法了。他在听你这个需求的时候，如果不满足，那你只能撂挑子走人了。所以怎么能够让领导很快地答应你的需求？就是拼了命横在前面：你那个时候去陈述你的需求，领导基本上不会有什么太多的托词，PUA都不会，因为你不给这个资源我真干不了；我干不了、没结果，你换别人估计也就是这个效果，所以领导心里就权衡：那我该有的资源赶紧帮你弄一弄。然后，如果已经竭尽全力还没有结果怎么办？我需要领导给我什么帮助？把单子列清楚，符合SMART原则，用坦诚的方式去思考这件事儿：我要什么？我最需要什么？我是不是真的需要这些东西？把单子开出来，开出来之后跟领导的沟通效率就会变得特别的高。所以高效在于：有没有结果？尽力了没有？如果都成立了——没有结果但是我尽力了——我需要什么帮助？
[XP-T-006#P072] 那么谈的时候谈什么呢？不要一上来就先谈困难。首先要不断地对齐目标：每次跟领导的沟通，一方面获取领导的信息解码为需求，另外一方面不断地对齐目标，让他把目标给我SMART越清楚越好。你要不断地问领导：您的意思是不是这么做？您想要的结果是不是这个？您的目的是不是这个？什么时间要做这件事情？其他方面对这个东西的评估是什么？您给我SMART一下。大家经常谈"向上管理、向上管理"，我觉得是空话。啥叫向上管理？咱们具体化就是不断地对齐目标，方法就是SMART原则。你会发现SMART原则是真正在职场沟通当中颠扑不破的一个利器，平常自己一定要多练：对自己先练，对平级练，对下属练，对领导练，你就会发现你就成为职场达人。第四，不要问方法，除非他给方法。注意这一点特别关键：很多人一上来就问how。大家回忆一下第一课给你们讲的解决问题的高级套路是什么？先问是什么，再问为什么，最后拿出原则来，再去讨论how。所以你跟领导要讨论的是这三个东西，不是具体的how。因为一旦他给了你具体的how很尴尬：他如果给的是对的，你做就行了；他给的是不对的呢？很尴尬的。所以跟领导讨论的是what、why和原则，而且高明的领导不会直接给你how的。
[XP-T-006#P073] 那么来了，如果他给了方法怎么办？下面这个是绝对的金句，就这么几句就值回所有的课程费用了：给方法后迅速做，一定要迅速。他上午十点给了你方法，十点半走出会议室，你确定好之后，11点我就要开始推这件事，12点我就要让它产生一定的结果。迅速做、暴力做，把它放在最优先的情况下给我摁出来。为什么要迅速做？因为领导给的方法，如果好用会迅速产生结果，如果不好用也会迅速产生结果——迅速产生结果让他看。而且你越觉得他的方法不靠谱，确认好之后——注意，确认好之后，文字也好、信息也好、微信也好，确认好之后——越要迅速拿出一个结果来。比如他说："你赶紧给这个客户，把他的需求直接发到研发部门，让他们开始进行是否要做的调研。"你说那我们为什么做呀？这个调研我们主要关注什么样的原则啊？问完以后他说你别问那么多，你现在就找老张，统一一下这个需求发到那儿，让他们开始论起来，尽快——他没给你时间，你马上出去掉头去找老张："现在这个事儿老板已经确定了，我们一起干。我觉得这个方法未必能够产生结果，但我们现在迅速地做出一个结果来，看看到底行不行：如果行，我们就推进；如果不行，我们赶紧找老板。"所以越要迅速拿出一个结果，你千万别拖。因为拖了老板会问你：你为什么不做啊？你执行力呢？这个结果拿出来了以后，老板最后最多会说一个"这结果不好嘛，我说的不是这个意思"——没事儿，你听他的再改，因为我们最终的目的是要好的结果。他批评你这个过程，我们不用在乎，心里委屈，委屈点，但是千万别拖，也别跟他争：越觉得不靠谱，确认好之后越要迅速地拿出一个结果来。
[XP-T-006#P074] 下面是进阶。前面为什么说是最基本的基本操作？因为都是领导让你做什么，领导的需求是明确的。下面一个是你要把你的想法告诉领导：我的需求——因为我的需求有的时候不仅是升职、加薪，我还有事业上的成就感、追求，我想做成事儿。所以进阶的点就是你要主动去谈你自己的需求，主动去谈你自己要做什么。领导，我打算做这个，您觉得是否必要？他觉得没必要，你先听着，找机会再来——有可能他认为现在这个东西不重要的，那你下次再提这问题，情况未必不会发生变化。领导，我打算做这个是否有必要？我需要什么样的支持？要有数据支持，记住一定要有数据支持，且和领导的需求不矛盾。我打算做这样一个尝试：为什么？历史数据是什么？外部数据是什么？我怎么样去拆分的？我能给公司带来多大的营收、节省多少的成本、赚取多少的利润、提高多少的效能？把数据支持出来，并且领导觉得OK，这件事情跟我要对这家公司的布局没有矛盾，那就开始做：我需要什么什么。然后时间表——时间表作为关键词出现了。你一旦（得到）领导给了你资源让你去做，你记住：第一枪的速度比精度更重要，因为领导看的是执行力。很多时候领导也很盲目，但是你动作快，他一般都会认为你的动作好；因为你动作快，出了结果不好，你调得也快。所以职场上唯快不破，大家记住我说这句话：唯快不破。当然是我们商量好要做什么之后唯快不破；商量这件事情可长可短，看企业文化的要求，看你对这件事情的理解，但是一旦定下来了，唯快不破。
[XP-T-006#P075] 那么每一次沟通的产物是什么？文档要留存什么？叫做：目标是什么？资源给了你什么？时间表是什么？我们教一个模型，叫做ART。这个ART分别是啥？A就是aim，目标；R就是resource，资源；T就是timetable，时间表。就这么简单，跟领导沟通就是ART原则。大家有的时候经常说这叫跟领导沟通的"art"（艺术）：三个——目标是啥？有啥资源？时间表是什么？把它当成文档写下来。但是很多朋友在说，跟领导聊天，目标总是很多，资源总是很少，时间总是很急：我们要做这个做这个做这个，哎呀你别花钱、别用人、别怎么样，自己去想，马上立刻要给我——领导向来这副嘴脸怎么办？本质上抓住一点：你的需求变成的是"你给我排一排重要性"。注意，这是领导的需求，你要去用你的需求应对它，大家交换嘛：你这些需求我都领了，你给我排一下重要性。而最终排重要性落的落点是什么？是时间表。你记住：目标很多没问题，资源很少没问题，但是我推进的最终的结果，时间一定会长。大家听懂我说的这件事情：时间表是你最应该守的底线。这都是职场的窍门儿了，具体场景教窍门儿了：时间表是底线，你把底线守住，你可以反过去告诉他们：在这种情况下，三个目标只能干两个；资源呢，你如果不增加，时间就在这儿，你增加了，我可以更快。时间表是底线，而且最终落定的点都在时间表上，所以这三块决定了你们谈论的主要话题：你了解到领导需求以后，你的需求会落在资源上，最终你们达成的一致性意见就是时间表。这个有点像什么？有点像合同，守住合同的底线，千万别在时间表上被欺负了。您可以问："您觉得哪件事比较重要？"让他帮你排重要性。这基本上就是跟领导正常进阶沟通的时候要注意的：第一，主动提需求，但是要有数据的支持；然后一旦需求领导同意了，迅速去做；沟通的时候ART——领导沟通的目标、资源、时间表——文档要留存，而且时间表最关键。
[XP-T-006#P076] 再遇到一些特殊场景，大家经常会问到：我被领导当众表扬了，我怎么办？注意是当众表扬。私下表扬就是"谢谢领导，我会努力的，感谢领导栽培"，然后顺带再提提自己需求，这个无所谓：私下表扬就代表领导已经很看重你了。当众表扬注意：领导实际是想借你来做案例教学，你要说的是"领导战略对，我们执行快，我们不怕难，我们面对客户"。领导是想借你的嘴把事儿说出去，所以领导当众表扬你，他的需求是拿你做案例教学，一定记住。那你想想领导以前提的各种各样的要求，你能不能很迅速地把它展现出来？能展现出来，加分：你替领导又解决了一个需求，未来你要资源的时候，你又多了筹码了。好，领导当众批评你该怎么办？控制情绪，一定记住控制情绪。很多人在职场上直接跟领导对着干，麻烦了。因为领导当众批评你，他背后的需求是什么？他需要尊重。控制情绪让他说完，就是最大的尊重。用ABC原则来平复自己的内心，把这个B——中间你的信念——变化明白：领导当众批评，他的需求是需要尊重，你就应该给他尊重。那么领导私下批评，有的时候是给你提建议，但很多领导语气比较急。都私下批评了，他的需求就是希望你能改。当然有些领导职场老油条比较坏，他希望你的是什么？PUA你、奴役你。那怎么反PUA呢？在这里告诉大家还是用ART：我都接受完批评了，来，咱们坐下来把目标重新对齐一下，我需要哪些资源，你能给咱们拉一个时间表，而且越具体越好。领导批评你之后态度诚恳，但咱得聊事儿：你不能批评完就让我滚蛋——领导批评完让你滚蛋、不跟你聊具体的工作，这个领导基本上你可以不用再跟他干了。接受完批评，他情绪说完了，咱聊这个；但有的时候他是边批评边聊这个，可以，咱忍了。因为我要的是什么？目标是不是对齐，资源是不是可控，时间表是不是在我的掌控当中，具体化OK了，我把结果给你干出来，本事长在我身上，对不对？
[XP-T-006#P077] 最后一条：如果出现多次的无效沟通——比如他拒绝你（我们前面教你怎么应对拒绝），比如他有各种各样的情绪（我们教你怎么去管控情绪）——都无效，你说要不要第一次出现你就很郁闷？这是最好的练习场。我们说你要刻意练习前面讲的那些东西，你得有个对手；有些时候比较菜鸡的领导就是你练习的方式：你把他练好了，以后未来遇到其他的难题你就搞得定，你就能把这个能力迁移出去，本事长在自己身上。所以尽可能还是按照我们之前教的方法刻意练习、去刻意沟通。但是多次出现无效沟通的时候怎么办？还是利用沟通的三原则解决问题。第一，坦诚：我还要不要继续下去？我在这儿干的目的是什么？SMART出来。我到底要什么？这真是我想要的吗？如果确定好是想要的，继续沟通。比如你就在用他作为一个难搞的对手在练本事，留下来接着干，你会发现没什么情绪：我在练本事，他都能搞定，我出去面对别人不是搞得挺挺的嘛。你们如果愿意看职场的电影，其中有一个就是《穿普拉达的女王》：主角作为年轻的小姑娘被这个魔头怼，怼完了她成长了，变成职场女汉子了。所以就在于你要先明白：你要不要在这里？目的是什么？到底要什么？是不是想要的？我告诉大家，坦诚的这种真正的灵魂三问，是你遇到各种各样人生挑战的时候都可以问的。人生很多时候过不好，都是因为你不清楚你的目的是什么、你到底要什么、这是不是真正你想要的，SMART一下搞定了。第二，利他：领导到底会不会真有什么难处？是不是他的领导给他施压了？是不是这个团队真的他不太能管、他的能力不够？是不是他家里有什么问题？我们想想是不是他真的有难处？因为难处的背后是啥？是需求。我满足了他的需求，我就可以用我的需求跟他交易。他到底有没有难处？有难处就是有需求。第三，清晰：他是否知道我想做什么？表达得够不够清楚？以及我要完成他给的目标需要什么支持？我们对领导很多时候要求不高，别添乱就行，他知不知道这一点？如果都确认自己尽力了，那就提出离职，不要浪费时间，因为对方是个完全不可能在你身上有任何回报的人，那就不要再花时间在这上面。但是你还是要尽可能多次地尝试，因为你长本事了：你在这是练本事的，对错不重要，立场不重要，成长才重要。到最后离开这家企业去了另外一家企业的时候，你的所有沟通能力在面对一个难搞的人你都能推进事儿，进了一家好企业你就能飞起来。这就是在面对领导场景的时候你应该怎么样去考虑问题。这一课信息量非常大，涵盖面很多，方法论也比较多，也结合了前面我们讲的很多思考和沟通的模式，所以我建议大家重复看，一遇到跟领导有什么问题，这节课调出来重新看看、归归类是哪类问题。
[XP-T-006#P078] 第九课：和下属怎么沟通
[XP-T-006#P079] 第九个模块谈论的话题是与下属沟通。前面我们谈的非常具体，是跟领导沟通，第一条是啥？以各种方式了解领导的需求。跟下属沟通一样：以各种方式了解下属的需求。前面很多领导的臭毛病，我给大家详细分析了如何去应对，所以大家千万不要媳妇终于熬成婆——总算自己当领导了，同样上行下效这么去对下属，我们要当一个更好的领导。所以还是要去关心下属的需求。你如果能跟下属上下同欲，你会发现你不需要告诉下属怎么做的方法：你只要满足了他的需求，他一定会反向回来满足你的需求。大家说不是有下属特别懒吗？一会儿我们会讲面对特别懒的下属怎么办，也有方法。而且我们也是把下属设计成bug模式了，不完全是顶级下属——顶级下属你沟通起来也很舒服，我们设计的也是bug下属。为了更高效地沟通，跟领导沟通的ART原则照样能使用：你跟下属沟通，目标是啥？你需要啥资源？我们的时间表是什么？然后拿捏住时间表：对上级拿捏时间表，对下属也要拿捏时间表，你就是这家公司的时钟，你的时间就是时间，你的规则就是规则。拿捏时间表的人是高手。以后有机会我们再讲面试，尤其是群体面试：谁管时间谁牛逼。比如我们20分钟要去讨论一个什么话题，我来计时、控制了节奏，就是领导。所以拿捏时间表（很重要）。
[XP-T-006#P080] 第三，我们在这里讲一个教练模型，叫做GROW模型。跟下属在沟通的时候，基于目标、资源、时间表，我们怎么能激发他们的能力，帮助他们分析问题、拆解问题，但是不是帮助他们把活儿干了？很多人在管理下属的时候——以后我们有机会讲领导力会给大家提到什么叫领导——领导就是不要亲自干活儿，而要知人善用、发动人民群众。你要发动人民群众干嘛呢？让他们去解决困难问题。很多朋友说"你这不教坏了吗？事儿都是我们一线部门干，领导在那躺着"——不是，领导干的事情是发动。你如果强压人民群众去解决困难问题，那人民群众肯定不开心；你要发动他们，因为他们解决困难问题的过程当中也调动了自己的能力，也能越来越强。我们来看一下这个GROW模型：GROW模型就是确定好目标，分析好现状，想好方案，最后拉出行动计划。咱们最早的时候一直在讲沟通要干嘛：推进目标完成、达到结果、高效地达到结果，所以最终还是要落在行动上。目标也是我们反复提的：不管是SMART、不管是aim、不管是我们要做什么坦诚，你发现职场当中大量的沟通是目标的沟通，其中方案的沟通——你让下面的一线团队充分调动他们的想法去做就好了，你不要动不动把你的方案就给下去。你给下去，还要花时间去说服、去说明、去辅导这个方案；你应该让他们拿方案，因为他们拿了，他们对这个方案最清楚，他们去推进的时候，你省了太多的沟通成本了，不要把简单问题复杂化。所以目标为始，行动为终，中间是分析现状和一线团队拿出方案，这个是GROW的外圈。
[XP-T-006#P081] 那么GROW的内圈是什么呢？如果他要把这件事儿做成，他需要相应的知识、相应的方法、相应的技能，因此内圈缺失了，我们是没办法在外圈帮他找到答案的。我们如果外圈转了一圈发现仍然不解决问题，那可能就是内圈的问题。而内圈的问题如果没有，但是能不能补呢？能，你就得再看在内圈他基本的职场力，比如说专注、热情、信念，这些跟他的认知系统相关的东西。大家如果还记得我们上次讲过的价值需求层次：最上面这一层是认知系统，最下面这一层是客观环境——上面的是绝对的主观，下面是绝对的客观。沟通能力弱的人，或者说职场做得挺累的人，往往认为客观环境限制我们主观做思考；但是真正的高手认为主观是可以改变客观的。最内圈实际就是他的一套认知系统。内圈当中说出来的专注、热情、信念、知识、方法、技能——记住，这是我们招聘的时候要关注的。任何下属的问题，大家记住就是招聘问题；任何管理的问题本质上都是招聘问题，就是你怎么把他招进来的。如果他那圈出大问题了，比如他既不专注也不热情也没信念，他怎么进来的？你说别人招进来的，那好，我多问一句：他怎么还留在这儿了？所以招聘时就应该关注最内圈的价值观：如果认知系统跟你不匹配，这个人就不要招进来，省得给公司添麻烦，再便宜也别要，再是大厂的背景也别要。你要关注他是不是一个专注的、热情的、有信念的人，通过各种各样的问题去侦测这一点。最内圈如果专注、热情、有信念，我们相信通过公司的培养，他的知识、方法、技能都是没有问题的。所以应届生在招聘的时候，我们特别关注最内圈，就是他的专注、热情和信念；但是社招的时候我们同时也会关注他的知识、方法和技能；越是新做的项目，我们越会关注他的知识、方法和技能；越是小团队、小公司，在招聘的时候我们越会关注知识、方法和技能。这一套GROW模式，一方面是一套教练技术，另外一方面未来我们讲面试的时候，它也是一套所谓的面试提问设计机制。
[XP-T-006#P082] 这些技能、知识是要靠实践去培养的，因此我们一定要让下属放手去做，不要马上直接把方案就给他。前面我们说了：领导给的方案，咱们要赶紧落实，因为不落实，领导会说咱们执行力有问题；落实了结果不好，领导自己会复盘的；他要甩锅，我们就跟他澄清一下，再甩我们身上我们就不干了。那么反过来，你作为领导，一定记住不能给下属直接的方法，你给了会出问题：问题在于没干成，下属会说是你告诉我这么干的——你越俎代庖了。尤其作为新任领导，一定要明白这件事儿：你以前是在做事儿，现在你要开始管人了，你要把事儿放下去，给一线团队去，太关键了。但是我们需要什么？领导要以身作则：你自己在这个内环当中没有专注、没有热情、没有信念，团队也不会有的。所以对领导的领导，比如说公司的高管、CEO，你看你下一层的这一个领导，如果他的专注、热情、信念不够，这个人仍然可以考虑换掉，因为我们认为这是招聘问题，不是我们短期内能修正的。为了增加公司发展的效率，这些人该开掉也就开掉了，该请走也就请走了。
[XP-T-006#P083] 有个黄金问题。GROW说白了（配）一套黄金问题，你假如不学这个GROW也没所谓，你就记住：在职场当中对下属的沟通，百试不厌的一个问题就是——"如果这个事情不会失败，你要不要做？"把"我"改成"你"：你要不要做？这在检测什么？检测意义。调动员工的时候，记住用意义调动效率最高。以后我们专门会在团队管理和领导力的职场课展开讲：意义是调动员工成就感最强的动力，不是钱。听好：这个事儿不会失败，也就是说你干了就能成、干了就给你发钱，你要不要做？你不要以为所有人都干，我告诉你，很多员工说不一定做。举个例子：我们现在要割这批用户的韭菜，因为我们这个话术一定能割进来，割进来之后我们开始分钱，绝对不会失败，干不干？就有员工说我坚决不干。为什么？因为对他来讲没有意义——这样的员工是顶级的员工。所以我们用这样的方式来测试他做这件事情的意义、驱动力在哪里。因为只要有意义，你不用去推进它，它都能做得特别好。为啥？因为意义——我们再回忆一下之前讲的价值分层系统——只要这儿（认知系统）没问题，人定胜天、心能转境，后面都不是问题了，你都不用沟通了，顶级员工授权就行了，唯一需要沟通的是你需要什么资源。
[XP-T-006#P084] 那我们来看外环。第一个就是G（goal）。我在这里其实把问题已经给你列了，你们听课可以干的一件事情是截屏或者直接抄下来，以后给员工做绩效辅导、做沟通的时候，不要直接把这个（清单）给他，反复地去问就行，练熟了以后你在大脑里就会形成本能机制。大家会发现我在直播间经常帮大家答疑解惑的时候，采用的就是这个GROW模型。第一个就是：目标是什么？用SMART原则不断追问，最后追问到具体、可测量、能达到、有相关性并且有时间表。然后要问：对你重要吗？为什么重要？要确定它的动力和意义。只要动力、意义确定了，后面的事就好办了。然后下面一个叫做：如果我们不行动，会有什么后果？要确认这件事的必要性，符合我们讲的奥卡姆剃刀：如无必要，勿增实体。很多时候下属报来各种各样的方案，你不一定说咱们不要做这件事儿，你可以问"如果我们不行动，会有什么后果"。他可能说没什么后果——没什么后果，我们把它放一放；但他如果说有非常严重的后果，你记住它的必要性已经很强了，你不用告诉他这件事儿是必要的，他一定会做好。所以用G的方式可以提这三个重要的问题。其实"目标是什么"它是一系列问题，大家千万别问一句就问完了：他说我目标就是我要发展——不行，一系列的问题你要把它问下去。
[XP-T-006#P085] 下面R（reality），你要问他的是：现在情况怎么样？问题是什么？大家一定记住，我们不要一开始面谈的时候就问"现在情况怎么样"——大家经常直接先R先上去了。不要R先上去，会导致沟通出现什么问题？注意这个循环的策略，一定要从目标开始。如果从R开始，会非常负面，你开的就不是面谈大会了，变成吐槽大会了。大家有没有开过这样的会议？跟员工一聊天，你开头说"现在有什么困难"，咣当他就开始倒苦水了；甚至有些领导为了表达自己是一个倾听型的领导，"你说嘛，没关系，多说"——当然我们愿意他多说，因为说多了我们自然而然就抓到他的需求了；但是一个人说还好办，一群（人的）会议当中大家都在这么讲，你发现团队士气就麻烦了，你对这个团队很有可能就处在一个失控的边缘，大家讨论讨论就开始抱怨不行。所以一定记住：先把目标定下来，先把意义确定好、动力确定好，再谈现状。这个非常关键：要先目标后问题，千万别反过来。目标确定好了再问：现在情况怎么样？问题是什么？做了哪些努力？注意，我们回头看跟领导沟通的时候说过：领导要我做的，我做出结果没有？没有结果就先做；如果没有结果，我尽力了没有？没有尽力就先尽力；这些都做到了，我需要领导给我什么帮助，开单子。所以在这里你会发现，领导同样要做一样的判断：你做了哪些努力？结果怎么样？一个是结果，一个是努力，这是你在跟领导汇报之前都要考虑好的，你们沟通效率就会变得特别高。那这是在分析什么？分析这个人做事的意愿：都没做努力，那就是意愿问题。意愿问题追问几下，如果真的发现是内环的问题，这个人实际后面就基本上归边儿了。然后再看能力怎么样：我有这个意愿，但是没有这个结果，我全努力了但是没这个结果，是不是能力有问题？如果能力有问题，没事，我们培养他，给他实践的机会，让他在后面提方案，给他提供更多的人支持上，这都没所谓。做了哪些努力、结果怎么样，好，再往下：对你来说有什么障碍？还是看他在识别问题：问题是什么？有什么障碍？这其实是不断地在核实这个问题的精准度。我们经常说，如果我们已经非常清晰地识别了问题，离解决问题就非常近了；很多时候是我们在识别问题的过程当中失焦了，不知道识别到哪儿了，大家就开始全开吐槽大会了：要么就是抱怨，要么就是情绪，要么就是眉毛胡子一把抓，要么就是含混地说"有问题啊"。问题只要被界定清楚，实际后面能做的事情就非常容易了。"对你来说有什么障碍？"这句话问出来之后，接着问"对别人来说有什么障碍"——我为什么要用别人？我在做参考。比如获客对你来说有什么障碍？我没有新的客源的消息，市场部给的这些信息我们发现没有什么用。那对别人来说有什么障碍？别人的情况也是一样的，也是拿到了这些信息没有用，我记下来。"对别人来说有什么障碍"，你要看到底是他个人的还是一类人的问题，看这个问题的范围是什么样的，还是在不断地聚焦问题，核实这个问题的精准性和真实性。好，再来：其他人怎么看待这样的问题？还是从另外的视角，别人、其他人怎么看待问题，看描述的客观性，然后看这个问题影响的范围。现状能改变吗？问问意愿。注意，这些问题都是你平常要不断去操练的，最终刻意练习之后形成肌肉记忆，跟下属谈话的时候这些问题不断地往外甩，而不是直接给答案了，或者发脾气了——真的作为好领导问问题，你都不会发脾气。
[XP-T-006#P086] 现状分析完再往下就是看选项（options）有哪些。注意，这个地方人家英文用的是复数options，也就是选项不是一个，要多问几个。好：我们现在可以做什么来改变现状？关键词：现在可以，不是未来、不是过去本该做什么，是我们现在可以来做什么；有动词；改变现状叫小步推动——你别给我想美好未来，或者也不要用未来没发生的事情作为障碍来告诉我们现在不做。我们现在能做什么——大家记住，有的时候开会，下属开成吐槽大会、平常开成互槽大会，你用一句话来收拢就是：OK，那我们现在能做什么来改变现状？记住，这是一个黄金问题，它在收拢，否则真的就是吐槽大会了。那么很有可能别人说：我们现在没什么办法，我们需要额外的资源进场。下面一个问题也很关键：别人要加入进来，他们需要看到什么或者听到什么才能引起他们的关注？发现没有，需求！这时候又是另外一个层次：同样一模一样的沟通，你抓住别人的需求，你才能够让别人满足你的需求。有没有什么方案是你特别感兴趣的？——乐观驱动，因为前面太负面了。特别感兴趣，有什么特点呢？做不成也想试。你注意，做不成这件事情是有外部原因的、有机缘的，我们有时候不能强求；但是大家看到"可能做不成"这种印象他就不做了，那就不是了；我们只要让他试起来，后面就能变，所以行动最关键。我们未来一起能努力改变未来吗？大家还记得我们说沟通的关键结果是行动：我们能一起努力行动、改变未来吗？所以做不成也想试、感兴趣，他就有驱动力。有没有哪些其他的经验是我们可以借鉴的？别人能不能给我们一些经验，也是去调动借鉴的思考力。目标能否再拆解一下？大目标做不成，咱们把它拆解成小目标，一个一个完成。还有哪些人可能会遇到相同的问题？我们找他们问问经验。所以这些options就是帮助我们去看其他可能性的，多列一些。所以不要在这个地方直接领导就开始讲了"来，我告诉你怎么做"。
[XP-T-006#P087] W（way forward），就是我们下面开始做什么——当然还有一种说法叫what's the next（下一步做什么），还有一个叫做will（意愿），说白了就是行动计划。哪些方案可以开始行动？要拉什么时间表了？大家一定记住，时间表是王道：作为整个公司时间表的控制人，具体的步骤是什么，开始拆分；阻碍是什么，如何应对。注意，刚才提到了GROW模型，它的时序一定是从目标开始到现状、现状到方案、方案到行动，不要跳。很多人在跳：讨论目标的时候开始讨论方案了；讨论方案的时候还没讨论完，直接说"我做不了，有很多困难"，又给压回去了——千万不要开历史倒车，千万不要跳阶段。以后有机会讲会议的时候会非常清楚地告诉大家：会议一定要有流程，会议没有流程就变成萝卜开会群英荟萃了。一定要流程，每一步我们干什么。前面想option的时候，这一个部分千万不要想阻碍：你一想阻碍，大家所有脑子就被架住了。有些时候开会尤其要叮嘱财务、法务：他们如果参加这样的会议，业务刚说"我们可以尝试一下这样"，法务说"不行，不合规"——你注意，现在我们叫穷举方案，不是否定方案；因为再往下way forward我们再去先发散后收敛，这个way forward才是收敛。不要在这儿直接上来谈阻碍、谈不可实现性，这个阶段就是大家广开言路，争取越多越好：options要复数。所以一定要制定流程，比如进到option阶段，我告诉大家：我们现在集思广益，先都不要否定，现在不要考虑阻碍，尽可能开天窗开脑洞；到这个步骤来评估了，有了阻碍如何应对，应对不了把它排到一边没问题。现在可以立刻开始做什么？还是在讲行动。下一步呢？什么时候开始？还是时间表。注意，高手都在玩儿时间表，还是ART：目标是啥？资源需要什么？时间表是啥？你看最后这两个问题push得非常狠，做领导一定要学会push：我们不给方法，但是一旦下面的人想好了方法，我们要做的就是去踩油门。我们立刻可以马上开始做什么？会议结束之后我们就可以开始做什么？下一步我们做什么？什么时候开始？（时间表）给你压住，至少前两步到三步的时间表，我在会议上就给你定出来，交流的时候我就给你拿死，后面就好做了。整个的这一个部分是关于GROW模型，所有的问题都在这儿了，平常反复练，一定得反复练；如果不反复练，这些东西不会到你这个血液里的。
[XP-T-006#P088] 那么好了，问题来了：如果我们用了GROW模型很多次，员工仍然不改进、仍然没结果、仍然有情绪——情绪我们也管控了——仍然没办法，怎么办？开掉。因为很简单，这个里面出问题不是你能解决的，但是你不要去否定他。把他开掉，我们一般对员工谈离职，更希望你用正面的角度看待，这叫"不匹配"，不要说"不胜任"，要说不匹配，让人家到匹配的地方发光发热。我们不能主观地说他不胜任，这一点是不好的：因为有些地方他的专注、他的热情、他的信念，很有可能换到一个他喜欢的行业就能被调动起来。因此未来我们还会专门开职场规划课，第一课会讲如何发现你的优势：很多时候你拿你的劣势到一家公司去PK，你很有可能原本有的专注、热情和信念也都被干飞了。在这一点上我们要强调：员工离职，我们说的是不匹配，不是不胜任。这就是我们给大家谈论的如何和下属沟通：跟我们之前讲的整个沟通大的框架完全一致，与此同时教了一个GROW的模式，大家要回去多去练这个GROW的模式，相信一定会有巨大的收获。下一期我们要讨论的话题就变成：平级应该如何沟通？
[XP-T-006#P089] 第十课：平级怎么沟通
