[XP-T-004#P001] 职业规划
[XP-T-004#P433] 就是这个行业的增速，这个需求怎么样？需求是不是强劲？如果是一般来说，我们都说它，要么是明星型的公司，要么会有问题型的公司啊，一会我们来看。第二，我们看一下横轴啊，注意波士顿矩阵在画横轴的时候，它跟一般的坐标轴不一样，原点部分是高，这边是低，一定记住啊。
[XP-T-004#P434] OK，大家有时候给它一一画反发现诶，好像这四个位置就不一样了，看轴啊轴呢是占有率高。是放在了左边儿，占有率低，放在了右边儿，这个维度我们看公司啥意思呢？这个公司在这个市场有没有名？一方面看外部行业的需求是不是增长？横轴我们要去看这个公司，它的市场占有率啊，知名度啊，发展的情况啊，是横轴啊，
[XP-T-004#P435] 你大概用一个占有率的概念去看就行。不用，一定用波士顿矩阵，还得做个什么调研，把数据都标进去，咱不费这个劲啊，咱只做定性研究，不做定量研究好那个坐标轴讲清楚了，我们就来看这四类。这四类呢？第一类叫做金牛啊，或者叫现金牛，英语叫cash cow啊，所以你翻成金牛没问题，但它不是那个星座的那个金牛。
[XP-T-004#P436] 它的特点呢，是这个市场外部啊，需求增长啊，注意不是需求，因为需求可以很大，但增长可以没有，对吧？它需求增长很低，但是。这家公司在这个势力是这个行业里面很有名气，占有率很高，这个叫金牛型cash cow什么意思呢？这家公司非常稳定，收入也不会太差。OK，
[XP-T-004#P437] 这种叫做金牛举一个例子，中国的国企很多都属于金牛型的，因为咱们。咱们讲社会主义市场经济的时候，定义国企一般进入什么行业啊？哎，民生行业事关国家的这个安全的行业，这是国企要去站住的命脉，对吧？国民经济的命脉。那你想想，中国移动是不是典型的叫做需求增长低，但是市场占有率高啊，国有的银行啊，国有的航空公司是吧？
[XP-T-004#P438] 是吧啊，还有包括一些国有的基建，这些都是典型的叫做需求增长低，但是占有率高的行业，所以你看它一定稳定啊。啊，收入还不错，对吧？待遇还okay啊，那么第二一类呢？就是我们说的明星啊，英文叫star。星星啊，这一类就是属于外部需求增长高，市场占有率高啊，
[XP-T-004#P439] 你比如说抖音就是一个典型的明星公司，当然现在抖音的这个日活增速肯定是放缓，那下面一家明星公司是谁？我们可以期待你会发现，经常这种国民现象级的公司出现，都是因为需求增长高，对吧？比如说之前的拼多多。那就是典型的所谓叫做社群购物啊，社交购物拉起来，然后再在某一个垂直类的赛道，它有可能这个需求增长也会特别高啊，比如说B站。在二次元，大家看片儿的这帮人玩游戏的这帮人需求增长非常高，
[XP-T-004#P440] 然后他又在这个垂类赛道，这个口碑特别好。市占率特别高，非常有名，那他就属于明星啊，好再来看一个就是问题唉，问题类的公司呢，英语叫question Mark叫问号啊，或者叫问题都行啊。问题类的公司是什么特点呢？就是外部行情很好，但是这家公司没做好，所以叫问题。对吧，你也可以想象一些公司啊，
[XP-T-004#P441] 行业进对了，但是公司不行，那么最后一类就是这个瘦狗啊skin dog瘦狗就是完蛋双d啊。外部需求增速低，且公司在这个行业里是个地中地，没听过啊，那它就属于瘦狗。对吧呃，你可以想想，比如说房地产行业，它显然是需求增长低，对吧？然后你又是一个地方性房企。当地还排了个第五名，那他就是典型的一个瘦狗，
[XP-T-004#P442] 这种公司你可能就别进了对吧，所以我们实际是通过行业来去定公司的位置。从而制定出我们要不要去接这个offer的方式？好，那我们来看具体情况啊，假设我我估计你分析出来它是个瘦狗的公司，你也不会进啊，除非我们采用的一个方法叫做这个登陆点跳槽先换行业了，对吧？我进去对吧？或者说换岗位了，我进去。啊，那未来以后也是要走的，这类你可以进行收购，
[XP-T-004#P443] 对吧？最差情况了，对吧？才进收购，一般都是你不知道当时怎么回事儿？就进了一家售股公司，那遇到这种情况就是咱换出来，因为没有什么好说的，不换出来难道在那儿等死吗？是吧？换出来啊，那换出来呢，一般两个选项，第一个选项是换行业。第二个选项呢，
[XP-T-004#P444] 是换同行业的头部公司，那换行业呢，就显然是同岗异业，我们回到这个这张跳槽的图来是吧？同岗异业这件事情在哪里？在这个位置，他已经算是职业的非连续性跳槽了啊！同岗异业就是我的岗位，还是原来的，比如说。我在某三线城市区域性地产公司做财务，那你可以干的一件事情是你换到别的行业去，但是你还做财务。OK，你原来做销售，
[XP-T-004#P445] 你未来到另外一个行业，还做销售，那么一般来讲，你就好不容易从瘦狗出去了，是不是咱们基本上可以考虑的一件事情，就是要么去问题型公司？要么去明星型公司对吧？但是瘦狗进明星型公司，你得有多强的弱关系啊？或者是你通过读书考研啊，对吧？你通过海投的可能性不大，因为明星公司一看说。太奇怪了是吧？你一个瘦狗公司的员工，
[XP-T-004#P446] 癞蛤蟆想吃天鹅肉吗？就直接去掉了对吧？所以呢，一般我们讲的路径可能都是瘦狗先换到问题对吧？问题类公司就是先换行业吧，在这个行业里。但是呢，公司不太有名儿，你可以先去这个地方啊，采用的叫同港异业，也是登陆点战术，先上去再说啊，然后慢慢再换对吧，职业规划不是盲目跳槽。咱们可以把这个动作三年的动作拆成两步，
[XP-T-004#P447] 对吧？不要晕晕乎乎的跳啊好，那很多同学会会问一个问题，说你为什么不直接干到明星公司，对吧？干不上对吧？我们要曲线救国啊，从这这么换过来。还有一个选项，就是换行业的头部啥意思呢？就这个行业，它虽然增长需求低，但是它一定有明星公司这个行业的头部公司，我换过去啊。但是哼，
[XP-T-004#P448] 难点在哪儿？就是往往这种金牛型的公司，它人员流动性会特别小，它不太换人，你想国企它人员流动性就是退休了多少个岗，那补进来多少个岗，对吧？那我们怎么去做这个策划呢？第一个。叫同业同岗啊，相当于我原来在这儿这个地产做会计，唉，我以后换到头部，我也做会计啊，但是你就得抓住这个时机，
[XP-T-004#P449] 可能就得利用弱关系啊去调动，对吧？有内推啊，我们一直讲内推很关键，尤其是你想进头部公司都是要靠内推的，更多的情况对吧？还有一种方式呢，是自由啊。叫同业异岗，什么意思呢？我现在在瘦狗这里，我得先折腾一下，然后我好跳曲线救国，我先去换一个岗位，比如说我原来做的是人事，
[XP-T-004#P450] 我现在能不能？去往前去做销售，我原来在人事当中做的是绩效岗，我能不能先去跳到做人事做招聘岗对吧？我原来做的是这个技术啊，我能不能去跳的先去做产品？先去做公司内的转岗去线救国内部先调岗，之后再去考虑换公司分两步走，对吧？不要想从这儿一步干上来哎，你先干到这儿，再干到这儿。容易一些OK，所以瘦狗类的，我估计咱们很多朋友都在这儿就业呢啊，
[XP-T-004#P451] 那你就可以采用的叫，要么换行业，要么换头部公司，换头部公司。同岗同业，这是最简单，但主要靠内推，这个不是你想就一定能成的，对吧？看命啊，看你的这个关系，那一般可以走的就是同岗意义，但是分布曲线救国，解决战斗啊。好，
[XP-T-004#P452] 那么假设你现在在问题公司啊，比如说这行业不赖啊，非常好的，这个行业的需求增速。但是呢，这个公司没有名对吧？遇到这种情况，记住不换行业是核心，因为你是在一个好的赛道当中，无非你这个车不好。什么意思呢？你现在在高速公路上，你开了一辆夏利啊，人家开奔驰明星公司，奔驰刷刷开，
[XP-T-004#P453] 你需要干的是不是把你夏利开到土路上去？是不是去找瘦狗公司啊？我不知道，有些人跳槽都跳晕了，经常干这种事儿，对吧？不是这样的，你要想办法是如何在？好行业当中，干出成绩，那么第一点就是好好干呗。板荡识忠臣，疾风知劲草。如果这个问题公司。他有机会能干好，
[XP-T-004#P454] 那你就在那好好干，所以我一直在说跳槽啊，这件事情不要把它当成解决问题的工具，很多问题你自己首先先要去解决。咱们聊过对不对游泳和游泳池的关系，对吧？好，第二，那你就要去换明星公司了，那很简单，就是从这到这的问题啊，实际刚才这个瘦狗，如果你先从瘦狗到问题公司，你也得走这条路，问题到明星公司怎么办呢？
[XP-T-004#P455] 登陆点战术啊，登陆点战术拉过来看，降岗降薪选行业，我原来是销售总监，我到那儿就去当销售的小组长，我原来是销售小组长，我到那儿去做一线的销售啊。降岗原来我18000我现在14000我就去OK，不要想去直接拿薪酬涨幅，你的目标是在一个好行业的优秀公司里干。所以我们进去再说啊，叫登陆点战术啊，所以呢，在这里基本上都是同业同岗的换啊，没有什么同业异岗，
[XP-T-004#P456] 当然如果对方明星公司，你这个岗真的不缺人。啊，你真的这个竞争不上它最低的职级的，你都竞争不上，你也可以采用同业异岗自由模式是吧？现在内部调岗，再去换公司还是采用区县救国？那么还有一种可能，你是在金牛啊，很多事业企事业单位的很多人都是金牛型。在这个金牛公司对吧？还是两个选择好好干，因为很稳啊，收入可能不是那么高，
[XP-T-004#P457] 但是特别稳定啊，第二个就是换行业啊，很多人要跳出来。跳出来到底是往明星跳还是往问题跳，对吧？这个问题大家可以去考虑，如果你往问题跳这件事儿呢，就在于你得力挽狂澜于青岛啊。我呢的建议就是问题类的，你必须打铁，还需自身硬，你自己要特别强悍，你就选问题公司，而且呢，你开的条件可以好一点呃，
[XP-T-004#P458] 否则呢，也可以尝试一下明星公司啊。当然，明星公司呢，可能要求会高一些，对吧？所以呢，你自己去判断这样一个问题，但本质上换行业也就是两条，往明星公司和问题公司上换。你要进明星公司，一劳永逸，对吧？靠内推，如果你要进问题公司呢？
[XP-T-004#P459] 缺陷救国啊，那么又回到了上一个话题问题公司，我怎么迁移？因为说到本质上。明星公司和金牛都不错啊，因为本质上他们的市占率都高，相对来讲日子都比较轻松啊，规模决定一切日子都比较轻松啊。所以金牛可跳可不跳啊，如果要跳跳到问题公司了以后，那么接着往明星挪蹭就行了OK，那么明星公司离开了，可能是傻子吧，对吧，咱就好好干啊，
[XP-T-004#P460] 在头部好好干，一定是有机会的。大家再想一想，我们之前讲过在大厂里干，我可以获得三种资源，对不对？第一种叫一岗的这种同事的资源，对吧？二一个我跟下属搞好关系，我能获得管理资源，第三个我能跟合作伙伴搞资源，对不对？所以你会发现我说的，比如说这个美团搞辣椒酱那个事儿是吧？好好干啊，
[XP-T-004#P461] 然后去干嘛？创业这是一种可能是吧？第二种情况就是去问题公司。干嘛呢？降维打击啊，因为你看过这一段儿了，你知道怎么弄对吧？而在降维打击的时候，那就提要求了啊，我去问题公司，我是明星过来的，该涨薪涨薪啊，该提职级的提职级。但是呢，大家要想清楚，
[XP-T-004#P462] 就是你能不能真正帮问题公司去解决问题，这是你真正从明星公司到问题公司的路径啊，所以其实呢，明星公司在我看来三种选择。都不差啊，一个是好好干，一个是创业，一个是去问题，公司会不会有明星公司的人跳到瘦狗呢？我觉得他脑子抽了啊，但会不会有明星公司的人跳到金牛呢？唉，我觉得也大有人在，什么时候适合跳金牛啊？我们再来看一下人生发展曲线，
[XP-T-004#P463] 对吧？这第二曲线，但是你会发现呢？是不是走到这儿，它就很往下降了？我们说这个进入到什么？平衡期了哎，我兼顾家庭了，我我这孩子要好好培养培养了OK进金牛对吧，进体质完全没问题。OK，所以呢，在这个策略当中啊，你要把这个公司放到一个矩阵里来看啊，你分析和想法也就比较清楚了。
[XP-T-004#P464] 那么，从瘦狗往外跳，从问题往外跳，呃，很压力都都比较大啊，因为呢，它是属于这个没有名气的公司是吧？它体量小都是麻烦啊。那么这个麻烦呢，还是回到这个非连续性跳槽，你需要有的几个手段，第一，锁定变量海投对吧？登陆点战术，读书深造，
[XP-T-004#P465] 咱们讲过四种方式，然后膜拜若关系。而这个弱关系，又跟我们之前讲的，你怎么去激活人脉？网络是有关系的，对吧？这样的呢，就全部串联在了一起，这个就是第八讲谈行业与公司，所以下次大家不要空谈行业啊。要把行业要把公司放到行业里谈，要去看行业，整个行业的增长需求增长的关系和你这家公司在行业里是不是有名，是不是有占有率的关系好吧。
[XP-T-004#P466] 就是给大家分析的第八讲，第九讲，我们会讨论公司和岗位一样的原因，大家经常聊岗位，我们把它要放在公司里看

[XP-T-004#P468] hello各位朋友大家好，我是夏鹏啊，我们今天来看第九讲讨论这个岗位啊，岗位放到公司里看特别关键啊。岗位要放在公司里看啊，那么我们首先呢来谈一谈个人职业路径的这个t型和这个派型啊，大家可能都听过这个概念，这个t型呢，横的这一项我们管它叫管理能力。啊纵的这一项呢？我们管它叫专业能力，一般来说呢，我们都建议是先有这个t的树，先有专业，然后横向的去拉动这个管理啊，这个叫t型人才。
[XP-T-004#P469] 现在还有一种说法呢，叫派型人才，这个派型人才呢，就更像我们说的叫做优势叠加，唉，就有可能专业先上去。管理再拉开，然后再找到一个切口，再去当一个专家，这样就形成了一个这个数学上的这个派对吧？那不管是个人路径当中的t，还是派你会发现我们还是希望大家能够交叉是吧？那再回忆一下，之前我们讨论的一个问题就是专家是什么专家即杂家，对吧？
[XP-T-004#P470] 20%乘20%。的思路去拿到这个4%的水平啊，第二管理即赋能什么意思，我通过去管人来去做事儿。通过做事儿拿sop再拿sop，让交给人再让人去做事儿，这样的一个环节是吧？这个就是管理及赋能，我能让一般人去完成高水平的。事儿啊，这几个概念，我们之前提过，再看一个概念，就是职场发展的四维象限路径，你可以从专家开始做起，
[XP-T-004#P471] 但是呢？职场的这个王中王啊，肯定是人和事儿都能做好的，或者呢，你从管理做起，唉，也是开始人和事儿都要交叉。但专家能不能成为这个人事儿王中王呢？关键能不能发挥看领导啊？那管理你能不能做出结果呢？关键看你手下有没有专业人才，他们之间是一种互补的关系。OK，因此如果我们去一家公司再去面试啊，我们经常会被HR问说唉，
[XP-T-004#P472] 你还有什么问题问我啊或者。最后终面这个领导啊，或者老板来问你，唉，你有什么问题问我，大家一定记住，要有一些问题去讨论自己的这个岗位和公司的。相关性哎，就我这个岗位在这个公司里是什么样的一个位置经常呢？我们会问这样一个问题，说咱们公司的这个上升发展通道是什么样的？唉，又开始讲这种人力的这种名词，对吧？哎，
[XP-T-004#P473] 一般都说啊，我们的职级有多少级，然后呢，我们一般先干到这儿，如果不错，我们可以干到这儿，我们有管理序列，有专家序列。然后这两个序列之间，我们可以来回跳啊，这样那样的对吧？这些话题呢，我觉得。如果你认为。它能够指引你去讨论这个岗位该不该拿啊？
[XP-T-004#P474] 我觉得还是比较的肤浅啊，咱们一定要问清楚一些很关键的东西。比如说你是专家，你应该问的问题是核心问题是向谁汇报？为什么？因为我们说了，专家能不能做成事儿？关键看领导，看领导怎么给你协调资源。如果领导卡着你的资源不给你，即便是孙悟空，你也干不成事儿，对吧？那我们一般问的什么呢？第一，
[XP-T-004#P475] 领导风格。啊，跟领导的风格要匹配啊，比如说你可以问他什么样的下属，跟您是最适配的呀，你听一听。它对下属的要求啊，用smart原则去追一追对吧？连续追个两三个问题是吧？然后你看看你是不是跟它适配的下属，或者你跟它这个适配度呃，大概是什么样的第二一个？你把你自己放进去，你说领导假如说你遇到某一类型的员工，你会怎么办？
[XP-T-004#P476] 啊，比如说非常刺儿头的员工，一般您会怎么办？你说我并不是这样的人啊，但是呢，我想听听您的想法。啊，看看这个领导的风格是什么样的啊？第二，你要去判断领导有没有资源？参谋不带长是放屁也不响，如果这个领导他本身自己调动资源能力就比较弱的话。你想要做一些事儿，拿到资源也就比较困难是吧？那其实核心就问一个问题，
[XP-T-004#P477] 领导遇到很多事儿，你能不能拍板儿？啊旁敲侧击的问一问啊，你看看他的回答是直接肯定的，还是顾左右而言他的？一般肯定的，都没什么问题，顾左右而言他很麻烦啊，那你用什么角度来看呢？你用你上一份儿工作。遇到的一些需要协调资源的情境，你问他是吧？比如说你是做产研的。做这个技术的，你说领导假如说现在有个活特别急。
[XP-T-004#P478] 但是呢，我们现在已经排不开了，遇到这种情况，一般你们会采用什么方法去协调一些外部的资源是吧？你看领导怎么给你回答？他如果顾左右而言他这个领导，基本上他调动不了什么资源，但是领导说没问题，一般我会怎么样啊？比如说问问你的需求啊，假如说你需要两天的时间。那我直接向上协调，再给你拿两天，如果不行，那大弟兄们拼了，
[XP-T-004#P479] 我给你们协调的是奖金，给你们协调的是调休，对吧？大家往前冲。他说的如果足够的坚定，就代表什么，代表他做过。OK，以后我教大家面试的时候啊，都会把这些小窍门儿交给你，不断的追问下去，如果对方的回答是简单直接代表他做过，如果顾左右而言他代表他从来没有做过这样的事情。OK，他只能给你讲一些这个我们讲的片儿汤话，
[XP-T-004#P480] 对吧？所以你看看就问这个这个问题呢，如果你觉得你没有抠出来什么很重要的信息，你才可以问问它的组织架构图，或者一开始面试的时候跟HR。你问问他的组织架构图啊，比如说这个领导上面还有没有领导那个领导大概他的决策风格是什么样儿的？对吧，你大概就能清楚，你要汇报的这个领导能不能调动资源，因为专家能不能做事儿，关键看领导啊，领导给资源这个事儿就好干。好那么假如你是一个管理型的人，进去你下面要开始带团队了，
[XP-T-004#P481] 你一定要关注一件事儿，就是你下面有没有能打的专业人才啊？啊，一般你可能就要问诶，这个团队以前有没有成过事儿啊啊？他现在的问题是什么？这个团队有什么问题呀？这个团队有什么优势啊？啊，有没有刺儿头啊啊？有没有不好弄的人啊啊？为什么不好弄啊啊？多追问追问，然后再问的就是我有没有人事权啊啊？比如说我能不能去做一些绩效的调整？
[XP-T-004#P482] 我能不能去跟员工去做一些绩效的面谈啊，甚至不行的，我能不能开掉它，我需要人，我能不能来招啊，假如说我招不了，你能帮我协调什么职员对不对，甚至是我能不能带自己人来？啊，你就像夏老师，有的时候在面中管理者的时候我都会给他一些极端场景，比如说。假如现在这个团队一个人都没有，需要你自己组建，你有没有组建团队的能力，
[XP-T-004#P483] 我都会问这些问题，对吧？所以你会发现面领导的时候要面他的团，要问他的团队。问这个，如果你是个专家，你就要去问领导对吧？所以团队和领导之间的这个关系，你占一条儿的时候，你就得问另外一条儿啊，这一点很关键，所以。公司的岗位跟你的领导或者说跟这个团队下面的专业人才有直接关系，面试的时候问清楚。再来判断你要不要去啊？
[XP-T-004#P484] 第二一个。还有一种这个角度看这个岗位。就是我们要知道公司的岗位，这个晋级啊，不像说的啊，我们有个m序列管理序列，我们有个p序列专家序列。然后呢？这是几级？这是几级？哎，它可以来回跳什么？这都是没有用的啊，任何一家公司，它的管理职级，
[XP-T-004#P485] 它的公司岗位本质上是个圆锥形。大家知道学数学有圆锥形啊，我这图画的有点草，咱们看个意思。什么呢？这个公司肯定是这个竖边儿啊，就是外面这个竖边儿啊，它象征着是专业。啊，然后一层一层的有这个切面对吧？一层一层有这个切面啊，它代表的不同的职级对吧？那你要干的一件事情就是问。如果我是专家，我想走管理路径是什么呢？
[XP-T-004#P486] 哎，是从外圈走向内圈。去管跟你一样的，这个层级的人，这个叫做管理序列m序列。那专业路径是什么呢？是这个序列。这是p序列okay，那么管理路径当你能做好一个小组长之后，他还会不断的在提拔你。这个也是m序列。而p序列干的一件事情呢，是不断的也向上升，最后升到顶点啊，但是我们说有的专家他是派型的是吧？
[XP-T-004#P487] 那很有可能就是。这个这个p的这个这根轴啊，它沿着圆锥的外圈，这个斜面在。在不断的旋转啊，可能是一根儿线，可能是两根儿线，可能是三根儿线好吧，所以大家记住几点第一点。向内向上，不可替代性增加啊，那你就要问他我能不能向内，我能不能向上啊？也就是说，我的管理序列，
[XP-T-004#P488] 我能不能先做到我这个圈层的一号位，然后我不断的被提拔，这是第一个问题，对吧？第二向内呢，我们的目的是成为领导，领导力是能够穿层的，什么意思呢？我让你管财务，你财务管的特别好，很有可能未来。很多业务条件也有可能会向你汇报，因为领导力核心的是什么能力到最后。是抽象能力。啊，
[XP-T-004#P489] 能够把很多不一样的东西的本质抽象出来，所以领导力能传承啊，但是呢，如果你是专家，专家很难传承啊，隔行如隔山，对吧？但是我们会沿着外层旋转的进行上升。OK，因此在遇到这种锥形的了解到，每个企业其实本质是锥形的时候，我们要去问一个问题。或者三个问题啊，第一个跟我同级的有多少人，你可以借口问规模，
[XP-T-004#P490] 说咱们这企业有多大呀，它是多少人，你说那跟我这个规模的同级的有多少人？为什么？因为这里面的人越多，你挤到中间的这个圆心也就越困难啊，大家一定记住这一点。我们经常问说，上升通道是啥？他说，上升通道这些大家不再往下问了，说这个路好不好走，对吧？咱第一要问有没有路，第二要问这条路好不好走，
[XP-T-004#P491] 对吧？所以你问同级有多少人，基本上你就判断出来了。这条路好不好走？对吧？比如说同级有20个人OK，我干掉19个，我就是那个唯一的一个，我就能站在中间，对吧？我同级是200个人。我要成为那唯一一个我要干到199个人，那明显难走一些啊，所以你要判断这个困难，对吧？
[XP-T-004#P492] 规模第二有多少级呀？唉，这个一般是大家会去问的，那么在多少级的情况之下p序列可能更有优势啊，就更应该去问这个问题。而m序列呢，也还好啊，你没必要那么在乎这一点，对吧？p序列一般会分的更多一些啊，好，然后更为关键的你要问一问这个公司，它是事业部制还是条线制？什么叫事业部制呢？哎，
[XP-T-004#P493] 每一块儿自己是一个小循环啊，所有的事儿都可以自己去确定，自己扛预算，自己背成本，这个我们管它叫做事业部制。啊，还有一类呢，叫条线制什么意思呢诶，有一个大的后台。然后里面儿都是专家唉，向前指导各种各样的业务，唉，这种叫我们叫做条线制啊。实际上呢，现在我们讲的经常看到的什么中台，
[XP-T-004#P494] 后台，前台从某些层面上它属于条线制为主的。事业部制怎么理解呢？就是后台，中台是条线，前台采用事业部制，让他自己。自负盈亏，然后更加的灵活，对吧？那你要去问清楚你在的这个岗位到底它是类似条线制还是？还是事业部制，说白了它是自己说了算还是说？他是需要接受高层领导的。要去不断的进行横向沟通的，
[XP-T-004#P495] 你要问清楚这件事为什么？因为它跟另外一个行业发展机会，或者说你未来的上升路径有关系啊，前面问到的这么多呀，都是在公司内发展。还有一类叫在公司外发展啊，当然有一种可能是你在这家公司干的很好，猎头发现你很厉害。另外一家公司恰好需要你这样的人才，哎，给你挖过去了，这个咱们避而不谈，还有一类叫做沿你现在这家公司的产业链。做接口性人才啊，因为很多公司大公司它的分化和分形是它真正增长的一个引擎，
[XP-T-004#P496] 什么叫分形呢？就是它的总部，比如说有三个三个这个团队，它的分部诶。就跟他总部一样，很小诶，但也是三个团队，麻雀虽小，五脏俱全，这就是一个典型的什么事业部制。啊，分化每一个条件都变得越来越专业，这个就是我们讲的叫做条线制啊。那你会发现事业部制的特点是它的异岗配合非常健全，也就是说你这个小团队里。
[XP-T-004#P497] 可能既有做技术的，也有做销售的，也有做这个客服的，哎，也有做运营的，哎，一个十个人的小团队。麻雀虽小，五脏俱全。这种岗位或者这种公司的建制，它是特别适合你把一岗摸清楚了以后，带着一帮队伍出去自己干。啊，为什么？因为它是分形的啊，
[XP-T-004#P498] 这也是你发现，比如说。这个阿里自从改了这个前中后台以后。很多阿里的人就出去创业了啊，为什么？因为这么十个人，大家团队氛围也很好，干的活也非常的融洽，哎，一想说我靠，我为什么要在这儿干是吧？事业部带头大哥一拍板儿说，走，咱出去单拎一套，唉，
[XP-T-004#P499] 团队就出去了，他特别适合创业，因为说到底，这就是一家完整的小建制的公司。对吧诶，这叫异岗配合健全，特别适合创业啊，那么条线制适合什么呢？条线制一般比较强大的公司啊，特别喜欢干一件事儿，叫做外包。或者叫供应链管理。啊，渠道商管理。他要干的一件事情呢，
[XP-T-004#P500] 就是让专业的人干专业的事儿，他有上下游很多的企业，这种特别做适合做甲乙方互换。啊举，一个简单的例子啊，比如说这家公司前中后台，后台是一个典型的，我们说的条限制对吧？法务归法务，财务归财务。啊，那么在这种情况下，你发现完全可以做甲乙方互换啊，你是这家公司的财务。很有可能很多的工作，
[XP-T-004#P501] 你发现你要对接外面的一些，比如说审计呀或者什么这样的乙方，假如说你这个公司足够大，你也足够了解这家公司，未来你换到乙方去就行了。啊，你发现你就可以做接口了，对吧？还有的，比如说专门做设计的，哎，干得好，我自己出去自雇佣哎，你们有需要我，我自己有个小工作室，
[XP-T-004#P502] 我来给你们提供服务OK？经常会出现甲乙方的互换，而且很多公司它后台的这一些人很多都是直接从乙方公司换过来的。啊，所以你就可以发现有些时候你未必需要在同行当中转，你可以沿着你这家公司的上下游产业链。去做接口性人才，还是我们反复说接口性人才含金量极高，极不容易被替代。所以你自己去看一看你这个岗位在这家公司，它到底是一个什么样的形态？把这些都判断完了以后，你再去问的问题才是哎，薪资多少钱呀？咱们怎么发呀？
[XP-T-004#P503] 这那那这的OK？因此，以后我们在讲套词槽槽的时候啊，这个组织架构我们还会再拎出来给大家讨论一遍，但是大家要明确一点，在职业规划当中万变不离其宗，你去聊岗位的时候。一定要看它在公司当中整个组织架构的一个形态啊，这就是我们给大家讲的第九讲。

[XP-T-004#P505] 我们今天接着讲职场规划的第十讲啊，引入了一个新的话题，就是职业与城市啊，因为经常在直播间连线。大家会讨论的话题就是哎，我要不要换一个城市啊啊？或者说我要不要回老家呀？因为北上广深的压力太大了是吧？还有一些人呢说。我要到北上广深来找寻我的梦想，对吧？要不要来哎？我们一起来，今天探讨这个话题，
[XP-T-004#P506] 首先第一点。了解城市，必须了解一个概念，叫做聚集效应啊呃，这是经济学的一个概念，说白了呢就是。一种产业也好啊，或者说一种人才聚集也好，他们都希望往一个地方扎堆儿，凑原因很简单。在这种扎堆儿的地方，它的交易成本会变低，它的分工效率会变高，对吧？所以你可以看到，
[XP-T-004#P507] 比如说现在去谈做电商。肯定首选杭州啊。你如果要去做这个互联网，北京，深圳都是不错的地方啊，你要做新餐饮，可能长沙会非常的好，重庆会非常的好，成都会非常的好。然后呢？如果你要做外贸啊，可能还有一些别的这样的一些城市，对吧？所以会形成叫行业聚集和产业配套的机会。它方便于人才的交流，
[XP-T-004#P508] 交易成本的降低和分工效率的提高，所以去相应行业的头部城市。开开眼界，找找工作，搞搞人脉，肯定是没有问题的。如果大家还记得啊，我们在讲如何去？强化你的优势的时候，我们讲过这样一套闭环，对吧？就是优势叠加是一个第二个费曼教学法，咱去教别人再去学。第三，因为去教别人，
[XP-T-004#P509] 我们赋能了我们的人脉，最后形成了身份的标签，然后不断的去循环，这一点你会发现你个人的优势。会不断的增强，而如果你放到了一个由于行业聚集和产业配套形成的聚集效应的城市。你的增速一定会比被这个城市给拉起来，所以在大城市或者是聚集型城这个产业型城市，你会发现你的优势。增长一定是快速的，这是一个必然性啊，因为你周围有相类似的人。大家要去干一件什么事情的时候，讨论的成本非常的低。与此同时，
[XP-T-004#P510] 大家都分工啊，用长板相互的去弥补对方的短板是吧？优势一定是增加的。但是大城市还有一个特点，就是它的居住成本可能会特别高，它的竞争可能也会特别的。严酷啊，在这种情况下，我们要不要去选择回到低线城市？我们现在有的时候不讲二三线城市，我们就觉得通称啊，叫低线城市去哎，低线城市其实有一个非常重要的点，叫降维势能。它就有点类似于你把一个石头。
[XP-T-004#P511] 推上了一个山坡。到了顶之后，这个石头由于重力势能啊，就能滚得很快，滚得很远啊，所以我们经常在说去大城市是把石头往山上推。从大城市回小城市，是为了把这个势能释放出来，有点有也有点类似，像这个电池。对吧，你自己是个电池，你去大城市的目的是为了充电。唉，你回到低线城市，
[XP-T-004#P512] 你的目的是为了放电。如果有这样的一套逻辑，我觉得从大城市回小城市是OK的，从小城市你去大城市，为了充电也是OK的。啊，那么再看中国的一个特点，中国的特点是我们足够大OK而足够大，会形成什么样的一个空间力量呢？就在于我们可以做大量的空间复制，比如说同级别的城市啊，举一个简单的例子。很多人比如说在北京。做第三产业，做某某一类餐馆的服务业，
[XP-T-004#P513] 做的特别好，我能不能把它拉到上海去做？显然是可以的啊，你可以看到现在很多那种连锁咖啡的创业是吧？在北京开了地方，哎，打到上海或者上海做好了，哎，我能不能去广州？啊，广州做好了，我能不能去深圳？对吧？就是不断的在同级别城市里进行扩张，哎，
[XP-T-004#P514] 我在南京做好了。我能不能去成都？对吧，都是可以用这样的方式叫同级别打法啊，同样的低线城市当中也有同级别打法，比如说蜜雪冰城。圈定好我就干低线城市啊，也可以迅速去复制，为什么？因为它的经济基础。是类似的。啊举一个简单例子，你比如说新加坡在这一点就很难啊，新加坡从头到尾可能骑自行车。呃40分钟到了哈，
[XP-T-004#P515] 它的复制效用是非常低的是吧？但是在中国，我们有如此广阔的土地，这么多的城镇，这么多的人口。这个优势可以把它放大出来啊，第二一个我们实际还可以再做时间复制，他说时间怎么复制啊？哎，我告诉你，因为咱们中国的空间足够大。各个城市是有时差的。北上广深，假如说现在是2022年，中国的新一线城市可能是2021或者是2020年。
